organization-id;device-id;time-base-schedule-number;time-base-schedule-month;time-base-schedule-day;time-base-schedule-date;time-base-schedule-day-plan;day-plan-hour;day-plan-minute;date;time;offset;holiday-table;tod-flags;meter-action
Caltrans;341;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;340;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;340;2;8190;254;4294967294;80;11;0;20191024;090857;-0700;"";;dark
Caltrans;340;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;340;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;11107;1;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;11107;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;11105;1;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;11105;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;13112;1;8190;124;4294967294;49;5;30;20191024;090858;-0700;"01/01;01/20;02/17;05/26;07/04;09/01;11/11;11/27;11/28;12/25;";;trafficResponsive
Caltrans;13112;2;8190;254;4294967294;80;11;0;20191024;090858;-0700;"01/01;01/20;02/17;05/26;07/04;09/01;11/11;11/27;11/28;12/25;";;dark
Caltrans;13112;3;8190;60;4294967294;177;14;0;20191024;090858;-0700;"01/01;01/20;02/17;05/26;07/04;09/01;11/11;11/27;11/28;12/25;";PM_responsive_tables;trafficResponsive
Caltrans;13112;4;8190;254;4294967294;208;17;0;20191024;090858;-0700;"01/01;01/20;02/17;05/26;07/04;09/01;11/11;11/27;11/28;12/25;";PM_responsive_tables;dark
Caltrans;13112;5;8190;254;4294967294;208;19;0;20191024;090858;-0700;"01/01;01/20;02/17;05/26;07/04;09/01;11/11;11/27;11/28;12/25;";PM_responsive_tables;dark
Caltrans;13113;1;8190;124;4294967294;58;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13113;2;8190;254;4294967294;80;11;0;20191024;090858;-0700;"";;dark
Caltrans;13113;3;8190;124;4294967294;186;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13113;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;11205;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;11205;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;88;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;88;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;11203;1;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;11203;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;87;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;87;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;230;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;230;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;199;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;199;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;199;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;199;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;197;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;197;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;197;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;197;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;239;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;239;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;198;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;198;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;198;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;198;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;195;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;195;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;195;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;195;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;196;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;196;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;196;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;196;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;236;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;236;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;236;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;236;4;8190;124;4294967294;208;18;45;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;193;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;193;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;193;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;193;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;235;1;8190;124;4294967294;97;5;30;20191024;090857;-0700;"";;fixedRate
Caltrans;235;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;235;3;8190;124;4294967294;225;15;0;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;235;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;194;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;194;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;194;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;194;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;234;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;234;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;234;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;234;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;191;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;191;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;191;3;8190;124;4294967294;226;15;30;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;191;4;8190;124;4294967294;234;16;30;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;191;5;8190;124;4294967294;226;17;30;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;191;6;8190;254;4294967294;208;18;30;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;233;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;233;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;233;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;233;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;192;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;192;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;192;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;192;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;73;1;8190;124;4294967294;234;14;30;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;73;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;72;1;8190;124;4294967294;191;14;30;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;72;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;18012;1;8190;124;4294967294;177;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;18012;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;71;1;8190;124;4294967294;235;14;30;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;71;2;8190;124;4294967294;231;18;30;20191024;090857;-0700;"";PM_responsive_tables;fixedRate
Caltrans;71;3;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;13105;1;8190;124;4294967294;49;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13105;2;8190;254;4294967294;80;11;0;20191024;090858;-0700;"";;dark
Caltrans;13105;3;8190;124;4294967294;177;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13105;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;13103;1;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13103;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;77;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;77;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;13106;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13106;2;8190;254;4294967294;80;11;0;20191024;090858;-0700;"";;dark
Caltrans;13106;3;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13106;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;78;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;78;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;267;1;8190;124;4294967294;54;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;267;2;8190;124;4294967294;60;6;0;20191024;090857;-0700;"";;trafficResponsive
Caltrans;267;3;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;18406;1;8190;124;4294967294;59;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;18406;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;15101;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15101;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12510;1;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12510;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;13805;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13805;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;23;1;8190;124;4294967294;51;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;23;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;24;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;24;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;24;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;24;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;21;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;21;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;13804;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13804;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;22;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;22;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;13807;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13807;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;25;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;25;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;13808;1;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;26;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;26;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;256;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;256;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;15811;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15811;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;254;1;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;254;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;393;1;8190;124;4294967294;178;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;393;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;255;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;255;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;15813;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15813;2;8190;124;4294967294;99;6;0;20191024;090858;-0700;"";;fixedRate
Caltrans;15813;3;8190;124;4294967294;105;7;0;20191024;090858;-0700;"";;fixedRate
Caltrans;15813;4;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;391;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;391;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;15713;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15713;2;8190;124;4294967294;97;6;0;20191024;090858;-0700;"";;fixedRate
Caltrans;15713;3;8190;124;4294967294;101;7;30;20191024;090858;-0700;"";;fixedRate
Caltrans;15713;4;8190;124;4294967294;97;8;30;20191024;090858;-0700;"";;fixedRate
Caltrans;15713;5;8190;124;4294967294;80;9;15;20191024;090858;-0700;"";;dark
Caltrans;15713;6;8190;124;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;18;1;8190;124;4294967294;97;6;30;20191024;090857;-0700;"";;fixedRate
Caltrans;18;2;8190;254;4294967294;80;9;0;20191024;090857;-0700;"";;dark
Caltrans;252;1;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;252;2;8190;124;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;253;1;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;253;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;15712;1;8190;124;4294967294;56;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15712;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;250;1;8190;124;4294967294;96;5;30;20191024;090857;-0700;"";;dark
Caltrans;250;2;8190;124;4294967294;106;6;0;20191024;090857;-0700;"";;fixedRate
Caltrans;250;3;8190;124;4294967294;96;8;30;20191024;090857;-0700;"";;dark
Caltrans;250;4;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;397;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;397;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;397;3;8190;124;4294967294;191;15;30;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;397;4;8190;254;4294967294;208;18;30;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;251;1;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;251;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;398;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;398;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;398;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;398;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;10;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;10;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;11;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;11;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;12;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;12;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;13;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;13;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;14;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;14;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;15;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;15;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;16;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;16;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;17;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;17;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;381;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;381;2;8190;254;4294967294;80;9;0;20191024;090857;-0700;"";;dark
Caltrans;389;1;8190;124;4294967294;106;5;30;20191024;090857;-0700;"";;fixedRate
Caltrans;389;2;8190;254;4294967294;80;9;0;20191024;090857;-0700;"";;dark
Caltrans;12201;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;12201;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12201;3;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12201;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;15010;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15010;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12202;1;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12202;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12006;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;12006;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12006;3;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12006;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;49;1;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;49;2;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;12007;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;12007;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12007;3;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12007;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;48;1;8190;124;4294967294;101;5;45;20191024;090857;-0700;"";;fixedRate
Caltrans;48;2;8190;254;4294967294;208;9;20;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;48;3;8190;124;4294967294;191;15;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;48;4;8190;254;4294967294;208;18;30;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;12003;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;12003;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12003;3;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12003;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12004;1;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12004;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12005;1;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12005;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;40;1;8190;124;4294967294;191;15;0;20191024;122552;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;40;2;8190;254;4294967294;208;19;0;20191024;122552;-0700;"";PM_responsive_tables;dark
Caltrans;12107;1;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12107;2;8190;124;4294967294;224;15;1;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12107;3;8190;124;4294967294;225;17;0;20191024;090858;-0700;"";PM_responsive_tables;fixedRate
Caltrans;12107;4;8190;124;4294967294;224;17;40;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12107;5;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12108;1;8190;124;4294967294;225;14;30;20191024;090858;-0700;"";PM_responsive_tables;fixedRate
Caltrans;12108;2;8190;124;4294967294;232;16;0;20191024;090858;-0700;"";PM_responsive_tables;fixedRate
Caltrans;12108;3;8190;124;4294967294;225;18;0;20191024;090858;-0700;"";PM_responsive_tables;fixedRate
Caltrans;12108;4;8190;124;4294967294;224;18;45;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;13007;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13007;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;13007;3;8190;124;4294967294;191;15;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13007;4;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12608;1;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12608;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12607;1;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12607;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;13006;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;13006;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;13006;3;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13006;4;8190;124;4294967294;186;14;1;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;13006;5;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
Caltrans;12606;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;12606;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;12605;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;12605;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;276;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;276;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;276;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;276;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;274;1;8190;124;4294967294;63;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;274;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;274;3;8190;124;4294967294;191;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;274;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;15001;1;8190;124;4294967294;63;5;30;20191024;090858;-0700;"";;trafficResponsive
Caltrans;15001;2;8190;254;4294967294;80;9;30;20191024;090858;-0700;"";;dark
Caltrans;275;1;8190;124;4294967294;58;5;30;20191024;090857;-0700;"";;trafficResponsive
Caltrans;275;2;8190;254;4294967294;80;9;30;20191024;090857;-0700;"";;dark
Caltrans;275;3;8190;124;4294967294;183;14;0;20191024;090857;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;275;4;8190;254;4294967294;208;19;0;20191024;090857;-0700;"";PM_responsive_tables;dark
Caltrans;12704;1;8190;124;4294967294;191;14;0;20191024;090858;-0700;"";PM_responsive_tables;trafficResponsive
Caltrans;12704;2;8190;254;4294967294;208;19;0;20191024;090858;-0700;"";PM_responsive_tables;dark
