orgId;deviceId;meterPlanId;meterRate;AMaxRate;AtableIniMeasure;AtableDelta;PMaxRate;PtableIniMeasure;PtableDelta;iniVolume;deltaVolume;startupThreshold;shutdownThreshold;v1selDuration
Caltrans;230;a;0;15;8.3;0.27;0;0;0;1400;143;1325;1000;1
Caltrans;230;p;0;15;8.3;0.27;0;0;0;0;0;0;0;1
Caltrans;199;a;0;15;8.7;0.27;15;8;0.23;940;40;900;625;1
Caltrans;199;p;0;15;8.7;0.27;15;8;0.23;1300;21;1275;975;1
Caltrans;197;a;0;15;9.5;0.25;15;9.4;0.23;1650;25;1450;1100;1
Caltrans;197;p;0;15;9.5;0.25;15;9.4;0.23;1375;30;1350;1025;1
Caltrans;239;a;0;15;8.3;0.2;0;0;0;900;25;850;650;1
Caltrans;239;p;0;15;8.3;0.2;0;0;0;0;0;0;0;1
Caltrans;198;a;0;15;8.3;0.29;15;8.3;0.25;1400;41;1200;850;1
Caltrans;198;p;0;15;8.3;0.29;15;8.3;0.25;1375;27;1350;1125;1
Caltrans;195;a;0;15;9.5;0.25;15;9.3;0.3;900;21;850;650;1
Caltrans;195;p;0;15;9.5;0.25;15;9.3;0.3;1725;20;1700;1300;1
Caltrans;196;a;0;15;8.3;0.28;15;7.1;0.28;1050;54;1000;600;1
Caltrans;196;p;0;15;8.3;0.28;15;7.1;0.28;1570;31;1520;1200;1
Caltrans;236;a;0;15;9;0.26;15;8.7;0.26;1440;33;1400;1050;1
Caltrans;236;p;0;15;9;0.26;15;8.7;0.26;1385;30;1350;1100;1
Caltrans;193;a;0;15;8.3;0.26;15;8.3;0.27;900;25;850;650;1
Caltrans;193;p;0;15;8.3;0.26;15;8.3;0.27;1440;40;1400;1000;1
Caltrans;235;a;0;15;9.5;0.27;15;9.6;0.26;1700;36;1600;1000;1
Caltrans;235;p;0;15;9.5;0.27;15;9.6;0.26;1800;21;1750;1500;1
Caltrans;194;a;0;15;8.3;0.28;15;8.3;0.26;925;66;825;650;1
Caltrans;194;p;0;15;8.3;0.28;15;8.3;0.26;0;0;0;0;1
Caltrans;234;a;0;15;8.7;0.24;15;9.3;0.34;1480;30;1450;1025;1
Caltrans;234;p;0;15;8.7;0.24;15;9.3;0.34;1340;33;1300;900;1
Caltrans;191;a;0;15;9.5;0.23;15;9.5;0.27;1330;26;1300;1000;1
Caltrans;191;p;0;15;9.5;0.23;15;9.5;0.27;1140;33;1100;1000;1
Caltrans;233;a;0;15;8.3;0.29;15;8.3;0.29;1700;36;1650;800;1
Caltrans;233;p;0;15;8.3;0.29;15;8.3;0.29;1700;34;1650;1300;1
Caltrans;192;a;0;15;9.5;0.3;15;9.5;0.31;1100;43;1050;900;1
Caltrans;192;p;0;15;9.5;0.3;15;9.5;0.31;1400;29;1350;950;1
Caltrans;73;a;0;0;0;0;15;8.3;0.27;0;0;0;0;1
Caltrans;73;p;0;0;0;0;15;8.3;0.27;1250;39;1200;1000;1
Caltrans;72;a;0;0;0;0;15;8.3;0.24;0;0;0;0;1
Caltrans;72;p;0;0;0;0;15;8.3;0.24;0;0;0;0;1
Caltrans;18012;a;0;0;0;0;15;9.5;0.3;0;0;0;0;1
Caltrans;18012;p;0;0;0;0;15;9.5;0.3;1700;21;1500;1300;1
Caltrans;71;a;0;0;0;0;15;8;0.16;0;0;0;0;1
Caltrans;71;p;0;0;0;0;15;8;0.16;1750;32;1750;1400;1
Caltrans;13105;a;0;15;8.3;0.3;15;8.3;0.3;0;0;0;0;1
Caltrans;13105;p;0;15;8.3;0.3;15;8.3;0.3;0;0;0;0;1
Caltrans;13103;a;0;0;0;0;15;8.3;0.24;0;0;0;0;1
Caltrans;13103;p;0;0;0;0;15;8.3;0.24;1325;34;1300;1000;1
Caltrans;77;a;0;15;9.5;0.3;0;0;0;1000;21;900;525;1
Caltrans;77;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;13106;a;0;15;9.5;0.26;15;9.5;0.24;1300;43;950;800;1
Caltrans;13106;p;0;15;9.5;0.26;15;9.5;0.24;1200;21;1050;900;1
Caltrans;78;a;0;15;9.5;0.3;0;0;0;1200;43;1150;725;1
Caltrans;78;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;267;a;0;15;7.5;0.18;0;0;0;0;0;0;0;1
Caltrans;267;p;0;15;7.5;0.18;0;0;0;0;0;0;0;1
Caltrans;18406;a;0;15;6;0.2;0;0;0;1300;65;1200;950;1
Caltrans;18406;p;0;15;6;0.2;0;0;0;0;0;0;0;1
Caltrans;15101;a;0;15;9.5;0.16;0;0;0;1800;14;1500;1200;1
Caltrans;15101;p;0;15;9.5;0.16;0;0;0;0;0;0;0;1
Caltrans;12510;a;0;0;0;0;15;7.5;0.25;0;0;0;0;1
Caltrans;12510;p;0;0;0;0;15;7.5;0.25;1650;32;1500;1200;1
Caltrans;13805;a;0;15;9.5;0.3;0;0;0;1547;7;1575;1360;0
Caltrans;13805;p;0;15;9.5;0.3;0;0;0;0;0;0;0;0
Caltrans;24;a;0;15;9;0.31;15;9.5;0.26;1000;32;975;750;1
Caltrans;24;p;0;15;9;0.31;15;9.5;0.26;1250;37;1175;975;1
Caltrans;21;a;0;15;9.5;0.3;0;0;0;1429;50;1424;1150;1
Caltrans;21;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;13804;a;0;15;8.3;0.3;0;0;0;1850;11;1800;1000;1
Caltrans;13804;p;0;15;8.3;0.3;0;0;0;0;0;0;0;1
Caltrans;22;a;0;15;9.5;0.3;0;0;0;1200;39;900;700;1
Caltrans;22;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;13807;a;0;15;8.3;0.3;0;0;0;1850;11;1800;1000;1
Caltrans;13807;p;0;15;8.3;0.3;0;0;0;0;0;0;0;1
Caltrans;25;a;0;15;8.3;0.26;0;0;0;0;0;0;0;1
Caltrans;25;p;0;15;8.3;0.26;0;0;0;0;0;0;0;1
Caltrans;13808;a;0;0;0;0;0;0;0;0;0;0;0;1
Caltrans;13808;p;0;0;0;0;0;0;0;0;0;0;0;1
Caltrans;26;a;0;15;9.3;0.3;0;0;0;1800;44;1700;1350;1
Caltrans;26;p;0;15;9.3;0.3;0;0;0;0;0;0;0;1
Caltrans;256;a;0;15;8;0.16;0;0;0;1000;39;825;750;1
Caltrans;256;p;0;15;8;0.16;0;0;0;0;0;0;0;1
Caltrans;15811;a;0;15;9.5;0.31;15;8.1;0.34;1650;28;1700;1300;1
Caltrans;15811;p;0;15;9.5;0.31;15;8.1;0.34;1650;28;1700;1300;1
Caltrans;254;a;0;0;0;0;15;9.5;0.3;0;0;0;0;1
Caltrans;254;p;0;0;0;0;15;9.5;0.3;1600;29;1400;1000;1
Caltrans;393;a;0;0;0;0;15;8.3;0.29;0;0;0;0;1
Caltrans;393;p;0;0;0;0;15;8.3;0.29;1675;38;1625;1300;1
Caltrans;255;a;0;15;8.3;0.16;0;0;0;1325;34;1250;950;1
Caltrans;255;p;0;15;8.3;0.16;0;0;0;0;0;0;0;1
Caltrans;15813;a;0;15;9.5;0.27;0;0;0;0;0;0;0;1
Caltrans;15813;p;0;15;9.5;0.27;0;0;0;0;0;0;0;1
Caltrans;391;a;0;15;6.7;0.16;0;0;0;1750;46;1575;1350;1
Caltrans;391;p;0;15;6.7;0.16;0;0;0;0;0;0;0;1
Caltrans;15713;a;0;15;8.3;0.26;0;0;0;1350;46;1300;1030;1
Caltrans;15713;p;0;15;8.3;0.26;0;0;0;0;0;0;0;1
Caltrans;18;a;0;15;6.8;0.09;0;0;0;0;0;0;0;1
Caltrans;18;p;0;15;6.8;0.09;0;0;0;0;0;0;0;1
Caltrans;252;a;0;0;0;0;15;6.6;0.18;0;0;0;0;1
Caltrans;252;p;0;0;0;0;15;6.6;0.18;0;0;0;0;1
Caltrans;253;a;0;0;0;0;15;9.5;0.3;0;0;0;0;1
Caltrans;253;p;0;0;0;0;15;9.5;0.3;1444;21;1675;1250;1
Caltrans;15712;a;0;15;6.7;0.16;0;0;0;1350;46;1300;1150;1
Caltrans;15712;p;0;15;6.7;0.16;0;0;0;0;0;0;0;1
Caltrans;250;a;0;15;8.6;0.31;0;0;0;0;0;0;0;1
Caltrans;250;p;0;15;8.6;0.31;0;0;0;0;0;0;0;1
Caltrans;397;a;0;15;8.3;0.23;15;8.3;0.33;1140;40;1100;850;1
Caltrans;397;p;0;15;8.3;0.23;15;8.3;0.33;1625;27;1575;1000;1
Caltrans;251;a;0;0;0;0;15;8.3;0.18;0;0;0;0;1
Caltrans;251;p;0;0;0;0;15;8.3;0.18;1030;41;1000;600;1
Caltrans;398;a;0;15;8.3;0.28;15;8.3;0.26;1400;36;1350;1025;1
Caltrans;398;p;0;15;8.3;0.28;15;8.3;0.26;1100;50;1050;850;1
Caltrans;10;a;0;15;8.3;0.28;0;0;0;1700;21;1650;1275;1
Caltrans;10;p;0;15;8.3;0.28;0;0;0;0;0;0;0;1
Caltrans;11;a;0;15;9.5;0.3;0;0;0;1800;9;1700;1300;1
Caltrans;11;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;12;a;0;15;8.3;0.2;0;0;0;1650;18;1500;1200;1
Caltrans;12;p;0;15;8.3;0.2;0;0;0;0;0;0;0;1
Caltrans;13;a;0;15;9.5;0.28;0;0;0;1700;21;1650;1250;1
Caltrans;13;p;0;15;9.5;0.28;0;0;0;0;0;0;0;1
Caltrans;14;a;0;15;9.5;0.3;0;0;0;1500;43;1450;1000;1
Caltrans;14;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;15;a;0;15;9.5;0.3;0;0;0;1700;28;1600;1200;1
Caltrans;15;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;16;a;0;15;9.5;0.3;0;0;0;1650;25;1500;1250;1
Caltrans;16;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;17;a;0;15;8.3;0.21;0;0;0;1650;25;1500;1250;1
Caltrans;17;p;0;15;8.3;0.21;0;0;0;0;0;0;0;1
Caltrans;381;a;0;15;8;0.16;0;0;0;588;31;575;525;1
Caltrans;381;p;0;15;8;0.16;0;0;0;0;0;0;0;1
Caltrans;389;a;0;15;8.3;0.1;0;0;0;1212;39;1000;925;1
Caltrans;389;p;0;15;8.3;0.1;0;0;0;0;0;0;0;1
Caltrans;12201;a;0;15;7.9;0.26;15;8;0.26;1050;25;950;600;1
Caltrans;12201;p;0;15;7.9;0.26;15;8;0.26;900;21;650;400;1
Caltrans;15010;a;0;15;6.7;0.21;0;0;0;700;57;525;400;1
Caltrans;15010;p;0;15;6.7;0.21;0;0;0;0;0;0;0;1
Caltrans;12202;a;0;0;0;0;15;3.3;0.03;0;0;0;0;1
Caltrans;12202;p;0;0;0;0;15;3.3;0.03;1300;43;1000;700;1
Caltrans;12006;a;0;15;8;0.33;15;8.3;0.29;1600;22;1550;1400;1
Caltrans;12006;p;0;15;8;0.33;15;8.3;0.29;1650;21;1350;1150;1
Caltrans;49;a;0;0;0;0;15;9.8;0.26;0;0;0;0;1
Caltrans;49;p;0;0;0;0;15;9.8;0.26;1570;31;1520;1200;1
Caltrans;12007;a;0;15;8.3;0.3;15;8.3;0.25;0;0;0;0;1
Caltrans;12007;p;0;15;8.3;0.3;15;8.3;0.25;0;0;0;0;1
Caltrans;48;a;0;15;8.3;0.3;15;8.3;0.3;1100;50;1025;825;1
Caltrans;48;p;0;15;8.3;0.3;15;8.3;0.3;1500;21;1450;1100;1
Caltrans;12003;a;0;15;7;0.25;15;6.6;0.23;1700;29;1650;1300;1
Caltrans;12003;p;0;15;7;0.25;15;6.6;0.23;1625;19;1400;1200;1
Caltrans;12004;a;0;0;0;0;15;8;0.25;0;0;0;0;1
Caltrans;12004;p;0;0;0;0;15;8;0.25;1950;18;1800;1600;1
Caltrans;12005;a;0;0;0;0;15;9.5;0.28;0;0;0;0;1
Caltrans;12005;p;0;0;0;0;15;9.5;0.28;1700;21;1650;1400;1
Caltrans;40;a;0;0;0;0;15;8.3;0.22;0;0;0;0;1
Caltrans;40;p;0;0;0;0;15;8.3;0.22;1600;29;1500;1200;1
Caltrans;12107;a;0;0;0;0;15;6.3;0.09;0;0;0;0;1
Caltrans;12107;p;0;0;0;0;15;6.3;0.09;1600;35;1550;1200;1
Caltrans;12108;a;0;0;0;0;15;8.3;0.29;0;0;0;0;1
Caltrans;12108;p;0;0;0;0;15;8.3;0.29;0;0;0;0;1
Caltrans;13007;a;0;15;8;0.26;15;9.5;0.31;1725;34;1650;1250;1
Caltrans;13007;p;0;15;8;0.26;15;9.5;0.31;1600;21;1500;1150;1
Caltrans;12608;a;0;0;0;0;15;8.3;0.31;0;0;0;0;1
Caltrans;12608;p;0;0;0;0;15;8.3;0.31;1650;25;1600;1300;1
Caltrans;12607;a;0;0;0;0;15;8.3;0.25;0;0;0;0;1
Caltrans;12607;p;0;0;0;0;15;8.3;0.25;0;0;0;0;1
Caltrans;13006;a;0;15;8.3;0.26;15;8.3;0.26;1150;57;1050;800;1
Caltrans;13006;p;0;15;8.3;0.26;15;8.3;0.26;1675;23;1650;1475;1
Caltrans;12606;a;0;15;8.3;0.3;0;0;0;1550;27;1500;1175;1
Caltrans;12606;p;0;15;8.3;0.3;0;0;0;0;0;0;0;1
Caltrans;12605;a;0;15;7.8;0.25;0;0;0;0;0;0;0;1
Caltrans;12605;p;0;15;7.8;0.25;0;0;0;0;0;0;0;1
Caltrans;276;a;0;15;8.3;0.3;15;8.3;0.3;1850;11;1800;1000;1
Caltrans;276;p;0;15;8.3;0.3;15;8.3;0.3;1850;11;1800;1000;1
Caltrans;274;a;0;15;7.1;0.15;15;5;0.12;1400;30;1000;750;1
Caltrans;274;p;0;15;7.1;0.15;15;5;0.12;1850;11;1800;1000;1
Caltrans;15001;a;0;15;8.3;0.24;0;0;0;1100;46;956;750;1
Caltrans;15001;p;0;15;8.3;0.24;0;0;0;0;0;0;0;1
Caltrans;275;a;0;12;8;0.15;15;5.9;0.19;700;31;600;475;1
Caltrans;275;p;0;12;8;0.15;15;5.9;0.19;975;26;956;550;1
Caltrans;12704;a;0;0;0;0;15;8.3;0.21;0;0;0;0;1
Caltrans;12704;p;0;0;0;0;15;8.3;0.21;1500;42;1300;1200;1
Caltrans;15003;a;0;15;8.3;0.19;0;0;0;1000;43;800;675;1
Caltrans;15003;p;0;15;8.3;0.19;0;0;0;0;0;0;0;1
Caltrans;12703;a;0;15;9.5;0.27;0;0;0;1693;28;1650;1200;1
Caltrans;12703;p;0;15;9.5;0.27;0;0;0;0;0;0;0;1
Caltrans;273;a;0;15;8.3;0.3;15;8.3;0.3;1850;11;1800;1000;1
Caltrans;273;p;0;15;8.3;0.3;15;8.3;0.3;1850;11;1800;1000;1
Caltrans;12504;a;0;0;0;0;15;7.5;0.29;0;0;0;0;1
Caltrans;12504;p;0;0;0;0;15;7.5;0.29;1600;21;1500;1225;1
Caltrans;9;a;0;15;9.5;0.28;0;0;0;850;46;775;500;1
Caltrans;9;p;0;15;9.5;0.28;0;0;0;0;0;0;0;1
Caltrans;270;a;0;15;9.5;0.36;15;9.5;0.32;1450;25;1400;900;1
Caltrans;270;p;0;15;9.5;0.36;15;9.5;0.32;1230;26;1200;900;1
Caltrans;12503;a;0;15;6.7;0.24;15;6.6;0.19;1650;32;1600;1350;1
Caltrans;12503;p;0;15;6.7;0.24;15;6.6;0.19;1600;23;1500;1232;1
Caltrans;271;a;0;15;9.5;0.32;15;9.5;0.32;0;0;0;0;1
Caltrans;271;p;0;15;9.5;0.32;15;9.5;0.32;0;0;0;0;1
Caltrans;36;a;0;15;9.5;0.33;0;0;0;1600;11;1525;1250;1
Caltrans;36;p;0;15;9.5;0.33;0;0;0;0;0;0;0;1
Caltrans;37;a;0;15;6.7;0.21;0;0;0;0;0;0;0;1
Caltrans;37;p;0;15;6.7;0.21;0;0;0;0;0;0;0;1
Caltrans;38;a;0;14;7.2;0.2;0;0;0;1550;32;1600;1350;1
Caltrans;38;p;0;14;7.2;0.2;0;0;0;0;0;0;0;1
Caltrans;39;a;0;15;7.4;0.2;0;0;0;1100;50;1050;850;1
Caltrans;39;p;0;15;7.4;0.2;0;0;0;0;0;0;0;1
Caltrans;32;a;0;15;9.5;0.33;0;0;0;1700;41;1600;1200;1
Caltrans;32;p;0;15;9.5;0.33;0;0;0;0;0;0;0;1
Caltrans;33;a;0;15;9.5;0.3;0;0;0;1250;29;1200;870;1
Caltrans;33;p;0;15;9.5;0.3;0;0;0;0;0;0;0;1
Caltrans;12509;a;0;15;6.7;0.22;0;0;0;1475;23;1450;1225;1
Caltrans;12509;p;0;15;6.7;0.22;0;0;0;0;0;0;0;1
Caltrans;34;a;0;10;8.3;0.09;0;0;0;0;0;0;0;1
Caltrans;34;p;0;10;8.3;0.09;0;0;0;0;0;0;0;1
Caltrans;35;a;0;15;6.5;0.2;0;0;0;1750;29;1650;1400;1
Caltrans;35;p;0;15;6.5;0.2;0;0;0;0;0;0;0;1
Caltrans;12602;a;0;0;0;0;15;6.5;0.19;0;0;0;0;1
Caltrans;12602;p;0;0;0;0;15;6.5;0.19;1550;26;1500;1250;1
Caltrans;12601;a;0;15;8.3;0.3;0;0;0;1650;23;1600;1220;1
Caltrans;12601;p;0;15;8.3;0.3;0;0;0;0;0;0;0;1
Caltrans;31;a;0;15;9;0.32;0;0;0;1800;21;1700;1250;1
Caltrans;31;p;0;15;9;0.32;0;0;0;0;0;0;0;1
